OrderDetailID,OrderID,ProductID,Quantity,Discount
OD06497,O2150,P024,3,10
OD06498,O2150,P045,5,5
OD06499,O2150,P014,3,10
OD06500,O2151,P014,3,15
OD06501,O2152,P031,1,0
OD06502,O2152,P048,5,0
OD06503,O2152,P036,4,15
OD06504,O2152,P040,3,5
OD06505,O2153,P038,1,15
OD06506,O2154,P005,2,5
OD06507,O2154,P021,4,0
OD06508,O2154,P045,1,10
OD06509,O2154,P002,5,5
OD06510,O2155,P007,2,20
OD06511,O2156,P005,5,10
OD06512,O2156,P012,1,5
OD06513,O2156,P037,2,0
OD06514,O2156,P017,3,5
OD06515,O2156,P033,1,20
OD06516,O2157,P013,2,20
OD06517,O2157,P046,1,5
OD06518,O2157,P035,2,20
OD06519,O2157,P016,4,15
OD06520,O2157,P014,1,0
OD06521,O2158,P047,3,10
OD06522,O2158,P029,5,20
OD06523,O2158,P024,3,15
OD06524,O2159,P016,2,10
OD06525,O2159,P018,2,5
OD06526,O2160,P011,5,5
OD06527,O2160,P026,1,5
OD06528,O2160,P008,1,0
OD06529,O2161,P041,1,20
OD06530,O2162,P050,2,5
OD06531,O2162,P034,2,0
OD06532,O2162,P025,3,5
OD06533,O2162,P029,2,10
OD06534,O2163,P003,2,10
OD06535,O2163,P010,4,15
OD06536,O2163,P017,1,10
OD06537,O2163,P018,3,5
OD06538,O2164,P049,5,5
OD06539,O2164,P046,4,0
OD06540,O2165,P038,2,15
OD06541,O2166,P031,4,10
OD06542,O2166,P028,3,0
OD06543,O2166,P036,3,15
OD06544,O2166,P012,1,10
OD06545,O2167,P009,3,15
OD06546,O2167,P021,2,5
OD06547,O2168,P047,3,15
OD06548,O2168,P050,5,10
OD06549,O2168,P031,4,5
OD06550,O2168,P028,5,10
OD06551,O2169,P047,2,5
OD06552,O2169,P034,1,15
OD06553,O2169,P040,1,5
OD06554,O2170,P018,5,5
OD06555,O2170,P043,4,20
OD06556,O2171,P043,5,5
OD06557,O2171,P019,5,5
OD06558,O2172,P030,5,5
OD06559,O2172,P041,1,5
OD06560,O2172,P005,5,20
OD06561,O2172,P027,3,15
OD06562,O2173,P008,4,5
OD06563,O2173,P016,3,5
OD06564,O2174,P010,1,20
OD06565,O2174,P038,5,5
OD06566,O2174,P036,3,20
OD06567,O2175,P031,1,15
OD06568,O2175,P046,5,10
OD06569,O2175,P034,2,20
OD06570,O2175,P044,1,15
OD06571,O2175,P011,5,20
OD06572,O2176,P039,1,10
OD06573,O2176,P040,2,0
OD06574,O2176,P006,4,15
OD06575,O2176,P021,5,0
OD06576,O2177,P035,1,10
OD06577,O2177,P011,4,10
OD06578,O2177,P014,1,15
OD06579,O2177,P024,4,5
OD06580,O2178,P023,3,10
OD06581,O2178,P001,1,0
OD06582,O2179,P006,5,0
OD06583,O2180,P016,1,10
OD06584,O2180,P042,5,0
OD06585,O2180,P014,2,0
OD06586,O2180,P020,2,10
OD06587,O2180,P018,4,15
OD06588,O2181,P039,5,15
OD06589,O2181,P007,5,15
OD06590,O2181,P037,3,20
OD06591,O2181,P005,4,10
OD06592,O2182,P024,3,10
OD06593,O2182,P013,4,15
OD06594,O2182,P031,2,0
OD06595,O2183,P047,2,15
OD06596,O2183,P015,5,15
OD06597,O2184,P025,3,10
OD06598,O2184,P049,2,10
OD06599,O2184,P003,2,20
OD06600,O2184,P024,1,5
OD06601,O2184,P013,3,5
OD06602,O2185,P021,3,5
OD06603,O2185,P022,4,10
OD06604,O2185,P049,4,0
OD06605,O2185,P041,1,20
OD06606,O2185,P017,3,20
OD06607,O2186,P020,5,20
OD06608,O2186,P028,4,10
OD06609,O2186,P040,2,15
OD06610,O2187,P012,1,5
OD06611,O2187,P019,1,15
OD06612,O2187,P050,2,15
OD06613,O2187,P013,3,10
OD06614,O2188,P042,3,10
OD06615,O2188,P011,3,15
OD06616,O2189,P017,5,5
OD06617,O2189,P014,2,20
OD06618,O2189,P005,5,15
OD06619,O2189,P030,4,0
OD06620,O2189,P048,3,10
OD06621,O2190,P023,3,0
OD06622,O2191,P002,3,20
OD06623,O2191,P028,1,10
OD06624,O2191,P035,4,5
OD06625,O2191,P027,1,20
OD06626,O2191,P004,2,5
OD06627,O2192,P043,5,20
OD06628,O2192,P039,5,0
OD06629,O2192,P029,1,10
OD06630,O2192,P010,3,20
OD06631,O2192,P011,5,5
OD06632,O2193,P037,2,10
OD06633,O2194,P019,5,20
OD06634,O2194,P013,4,20
OD06635,O2195,P043,1,5
OD06636,O2195,P008,3,15
OD06637,O2196,P017,5,5
OD06638,O2196,P007,1,15
OD06639,O2196,P011,4,15
OD06640,O2196,P045,4,10
OD06641,O2197,P041,3,0
OD06642,O2198,P007,5,0
OD06643,O2199,P025,2,5
OD06644,O2200,P030,5,0
OD06645,O2200,P037,5,5
OD06646,O2200,P003,5,15
OD06647,O2200,P020,1,0
OD06648,O2200,P050,2,20
OD06649,O2201,P032,2,15
OD06650,O2201,P016,5,15
OD06651,O2201,P050,2,10
OD06652,O2201,P037,3,15
OD06653,O2201,P026,2,10
OD06654,O2202,P014,5,15
OD06655,O2202,P050,3,15
OD06656,O2203,P045,2,10
OD06657,O2203,P002,2,5
OD06658,O2203,P037,2,0
OD06659,O2204,P037,4,20
OD06660,O2205,P042,4,20
OD06661,O2206,P001,3,0
OD06662,O2206,P038,3,5
OD06663,O2206,P040,2,15
OD06664,O2207,P024,1,5
OD06665,O2208,P012,3,15
OD06666,O2208,P005,3,0
OD06667,O2209,P005,1,20
OD06668,O2209,P001,1,10
OD06669,O2209,P002,4,15
OD06670,O2209,P006,1,5
OD06671,O2209,P022,4,5
OD06672,O2210,P018,1,10
OD06673,O2211,P042,1,5
OD06674,O2212,P014,2,10
OD06675,O2213,P019,5,0
OD06676,O2213,P042,5,15
OD06677,O2214,P014,3,0
OD06678,O2214,P019,5,5
OD06679,O2214,P025,2,20
OD06680,O2214,P010,5,10
OD06681,O2215,P007,2,20
OD06682,O2215,P023,4,5
OD06683,O2215,P040,2,15
OD06684,O2215,P046,1,0
OD06685,O2216,P001,3,5
OD06686,O2216,P016,3,15
OD06687,O2216,P039,2,15
OD06688,O2216,P013,2,0
OD06689,O2216,P035,4,15
OD06690,O2217,P020,1,15
OD06691,O2217,P036,3,15
OD06692,O2217,P008,1,10
OD06693,O2217,P038,2,5
OD06694,O2218,P045,2,0
OD06695,O2219,P036,2,15
OD06696,O2220,P032,3,15
OD06697,O2220,P025,3,0
OD06698,O2220,P027,2,15
OD06699,O2220,P013,1,15
OD06700,O2221,P040,2,20
OD06701,O2221,P017,5,5
OD06702,O2221,P035,5,10
OD06703,O2221,P037,5,20
OD06704,O2221,P047,2,20
OD06705,O2222,P010,5,20
OD06706,O2222,P024,5,0
OD06707,O2222,P017,3,0
OD06708,O2222,P031,4,15
OD06709,O2223,P029,5,10
OD06710,O2223,P015,3,0
OD06711,O2223,P043,3,5
OD06712,O2223,P004,5,20
OD06713,O2223,P040,4,10
OD06714,O2224,P038,4,20
OD06715,O2224,P030,2,0
OD06716,O2224,P014,2,10
OD06717,O2224,P002,5,20
OD06718,O2225,P004,5,20
OD06719,O2225,P045,1,15
OD06720,O2225,P041,1,20
OD06721,O2225,P024,1,0
OD06722,O2225,P034,4,10
OD06723,O2226,P045,1,20
OD06724,O2226,P010,1,15
OD06725,O2226,P032,5,15
OD06726,O2226,P046,3,10
OD06727,O2226,P038,4,0
OD06728,O2227,P016,4,5
OD06729,O2227,P040,5,5
OD06730,O2227,P011,4,10
OD06731,O2227,P029,2,10
OD06732,O2228,P037,2,20
OD06733,O2228,P028,4,0
OD06734,O2228,P005,4,20
OD06735,O2228,P044,4,10
OD06736,O2228,P040,1,15
OD06737,O2229,P031,2,10
OD06738,O2229,P034,3,10
OD06739,O2229,P006,2,15
OD06740,O2229,P005,2,15
OD06741,O2230,P025,1,20
OD06742,O2230,P017,5,20
OD06743,O2230,P039,5,0
OD06744,O2230,P001,3,10
OD06745,O2231,P026,4,0
OD06746,O2231,P041,4,5
OD06747,O2231,P046,4,15
OD06748,O2231,P019,4,15
OD06749,O2231,P038,1,10
OD06750,O2232,P017,3,15
OD06751,O2232,P004,4,20
OD06752,O2232,P001,4,5
OD06753,O2232,P015,3,0
OD06754,O2233,P023,4,20
OD06755,O2234,P046,5,20
OD06756,O2234,P010,4,10
OD06757,O2235,P032,5,0
OD06758,O2235,P037,2,0
OD06759,O2236,P019,3,0
OD06760,O2236,P013,3,0
OD06761,O2236,P034,4,15
OD06762,O2236,P003,2,10
OD06763,O2237,P023,5,0
OD06764,O2237,P046,2,5
OD06765,O2237,P007,5,15
OD06766,O2238,P046,2,20
OD06767,O2239,P023,5,5
OD06768,O2239,P008,2,15
OD06769,O2240,P040,1,10
OD06770,O2241,P027,3,20
OD06771,O2241,P001,5,20
OD06772,O2241,P018,3,20
OD06773,O2242,P038,3,0
OD06774,O2242,P040,4,0
OD06775,O2243,P038,3,15
OD06776,O2243,P003,3,15
OD06777,O2244,P025,1,0
OD06778,O2244,P026,3,5
OD06779,O2244,P031,2,10
OD06780,O2244,P006,2,5
OD06781,O2245,P016,2,15
OD06782,O2246,P019,5,15
OD06783,O2246,P041,4,15
OD06784,O2246,P004,5,20
OD06785,O2246,P035,1,10
OD06786,O2247,P017,4,15
OD06787,O2247,P004,2,15
OD06788,O2247,P009,5,5
OD06789,O2247,P044,4,0
OD06790,O2247,P012,1,10
OD06791,O2248,P036,5,10
OD06792,O2249,P046,1,5
OD06793,O2249,P032,2,10
OD06794,O2249,P050,1,0
OD06795,O2250,P008,3,20
OD06796,O2251,P050,2,10
OD06797,O2252,P016,1,20
OD06798,O2252,P035,2,15
OD06799,O2252,P027,1,15
OD06800,O2252,P007,1,10
OD06801,O2253,P039,3,0
OD06802,O2253,P015,5,15
OD06803,O2253,P048,2,20
OD06804,O2253,P026,5,20
OD06805,O2253,P029,5,20
OD06806,O2254,P032,4,0
OD06807,O2255,P020,5,15
OD06808,O2255,P002,5,10
OD06809,O2256,P017,3,20
OD06810,O2256,P006,3,20
OD06811,O2257,P037,3,10
OD06812,O2257,P040,2,15
OD06813,O2257,P015,4,20
OD06814,O2258,P009,2,10
OD06815,O2258,P046,3,0
OD06816,O2259,P025,4,10
OD06817,O2259,P020,5,15
OD06818,O2259,P009,5,10
OD06819,O2259,P040,2,5
OD06820,O2260,P019,4,20
OD06821,O2261,P030,5,0
OD06822,O2261,P048,2,10
OD06823,O2261,P024,2,5
OD06824,O2261,P007,2,0
OD06825,O2261,P008,5,15
OD06826,O2262,P045,2,15
OD06827,O2262,P029,2,10
OD06828,O2262,P046,5,15
OD06829,O2262,P031,2,5
OD06830,O2263,P025,1,20
OD06831,O2263,P040,3,5
OD06832,O2264,P027,2,10
OD06833,O2264,P040,4,20
OD06834,O2264,P017,3,10
OD06835,O2265,P049,4,15
OD06836,O2265,P019,5,0
OD06837,O2266,P019,3,0
OD06838,O2266,P034,1,15
OD06839,O2266,P007,5,20
OD06840,O2266,P005,3,5
OD06841,O2267,P039,4,5
OD06842,O2268,P006,3,15
OD06843,O2269,P022,5,0
OD06844,O2269,P036,1,10
OD06845,O2269,P009,1,10
OD06846,O2269,P040,2,20
OD06847,O2270,P020,2,5
OD06848,O2271,P048,1,20
OD06849,O2271,P009,5,0
OD06850,O2271,P010,3,20
OD06851,O2272,P039,5,10
OD06852,O2272,P042,3,15
OD06853,O2272,P006,1,15
OD06854,O2272,P021,1,10
OD06855,O2273,P020,3,10
OD06856,O2273,P016,4,5
OD06857,O2273,P012,1,15
OD06858,O2274,P009,4,10
OD06859,O2275,P009,2,5
OD06860,O2275,P034,2,0
OD06861,O2275,P004,3,5
OD06862,O2275,P002,1,10
OD06863,O2276,P004,2,20
OD06864,O2276,P025,1,5
OD06865,O2276,P028,4,5
OD06866,O2276,P045,1,10
OD06867,O2276,P024,2,5
OD06868,O2277,P023,5,10
OD06869,O2277,P048,4,20
OD06870,O2277,P029,4,5
OD06871,O2278,P026,2,15
OD06872,O2278,P020,1,15
OD06873,O2278,P006,3,20
OD06874,O2278,P039,2,10
OD06875,O2278,P004,5,20
OD06876,O2279,P048,5,5
OD06877,O2279,P042,4,20
OD06878,O2279,P001,4,0
OD06879,O2279,P009,3,10
OD06880,O2279,P006,2,10
OD06881,O2280,P017,5,0
OD06882,O2281,P023,3,0
OD06883,O2281,P049,4,0
OD06884,O2282,P010,2,5
OD06885,O2282,P023,5,5
OD06886,O2282,P050,1,10
OD06887,O2282,P046,3,20
OD06888,O2283,P011,1,20
OD06889,O2283,P012,4,15
OD06890,O2283,P019,4,0
OD06891,O2284,P001,2,0
OD06892,O2284,P006,5,5
OD06893,O2284,P042,2,20
OD06894,O2284,P031,3,20
OD06895,O2285,P050,5,15
OD06896,O2285,P017,4,0
OD06897,O2285,P036,4,20
OD06898,O2285,P040,3,10
OD06899,O2285,P023,5,5
OD06900,O2286,P018,3,5
OD06901,O2286,P044,3,15
OD06902,O2286,P006,3,5
OD06903,O2286,P029,2,10
OD06904,O2286,P039,4,15
OD06905,O2287,P004,1,0
OD06906,O2287,P048,3,20
OD06907,O2287,P008,2,15
OD06908,O2287,P035,5,5
OD06909,O2287,P038,4,5
OD06910,O2288,P018,1,15
OD06911,O2288,P050,3,0
OD06912,O2288,P025,5,20
OD06913,O2289,P020,4,15
OD06914,O2289,P014,4,10
OD06915,O2289,P002,1,20
OD06916,O2290,P026,4,10
OD06917,O2290,P034,4,15
OD06918,O2291,P031,1,15
OD06919,O2292,P048,1,20
OD06920,O2292,P032,3,10
OD06921,O2292,P023,2,10
OD06922,O2293,P012,2,10
OD06923,O2293,P045,4,20
OD06924,O2294,P024,2,15
OD06925,O2295,P048,5,0
OD06926,O2295,P011,3,10
OD06927,O2295,P043,5,15
OD06928,O2295,P024,4,0
OD06929,O2295,P001,5,5
OD06930,O2296,P040,2,10
OD06931,O2296,P045,3,20
OD06932,O2296,P006,4,5
OD06933,O2296,P014,5,15
OD06934,O2296,P005,1,0
OD06935,O2297,P003,2,10
OD06936,O2297,P049,2,5
OD06937,O2297,P038,3,5
OD06938,O2297,P016,4,5
OD06939,O2297,P033,1,20
OD06940,O2298,P009,3,5
OD06941,O2298,P043,1,0
OD06942,O2298,P049,4,0
OD06943,O2298,P038,4,10
OD06944,O2299,P030,2,10
OD06945,O2299,P033,3,10
OD06946,O2299,P004,4,5
OD06947,O2299,P013,5,5
OD06948,O2300,P009,2,20
OD06949,O2300,P043,2,5
OD06950,O2300,P023,1,5
OD06951,O2301,P032,5,10
OD06952,O2301,P001,4,15
OD06953,O2302,P003,3,0
OD06954,O2302,P022,3,15
OD06955,O2302,P040,1,5
OD06956,O2302,P019,1,15
OD06957,O2302,P029,5,15
OD06958,O2303,P038,4,5
OD06959,O2303,P019,5,15
OD06960,O2303,P043,2,5
OD06961,O2304,P041,3,5
OD06962,O2304,P046,5,15
OD06963,O2304,P013,2,0
OD06964,O2305,P048,2,20
OD06965,O2305,P012,5,20
OD06966,O2305,P044,3,5
OD06967,O2306,P047,3,5
OD06968,O2306,P034,4,20
OD06969,O2306,P017,2,0
OD06970,O2307,P015,3,20
OD06971,O2308,P050,5,10
OD06972,O2309,P018,4,0
OD06973,O2309,P036,2,15
OD06974,O2309,P033,1,15
OD06975,O2309,P006,3,10
OD06976,O2309,P048,5,15
OD06977,O2310,P027,1,20
OD06978,O2311,P025,3,20
OD06979,O2312,P013,5,10
OD06980,O2313,P023,5,20
OD06981,O2313,P012,2,20
OD06982,O2313,P005,5,20
OD06983,O2313,P008,3,0
OD06984,O2313,P007,3,0
OD06985,O2314,P009,3,5
OD06986,O2314,P024,1,15
OD06987,O2314,P042,1,10
OD06988,O2314,P003,5,15
OD06989,O2315,P020,4,15
OD06990,O2315,P022,2,20
OD06991,O2315,P008,2,20
OD06992,O2315,P040,4,20
OD06993,O2316,P006,4,10
OD06994,O2316,P022,2,10
OD06995,O2316,P045,5,20
OD06996,O2316,P034,5,15
OD06997,O2316,P032,2,20
OD06998,O2317,P023,5,20
OD06999,O2317,P024,2,15
OD07000,O2317,P027,1,10
OD07001,O2317,P030,3,10
OD07002,O2317,P005,2,0
OD07003,O2318,P016,3,10
OD07004,O2318,P017,4,5
OD07005,O2318,P042,5,15
OD07006,O2319,P021,4,15
OD07007,O2320,P019,2,15
OD07008,O2321,P027,3,0
OD07009,O2321,P020,3,5
OD07010,O2321,P010,4,10
OD07011,O2322,P028,3,0
OD07012,O2322,P038,2,5
OD07013,O2322,P043,1,10
OD07014,O2323,P021,4,0
OD07015,O2323,P038,5,5
OD07016,O2323,P019,4,10
OD07017,O2324,P037,4,10
OD07018,O2324,P027,4,15
OD07019,O2324,P050,5,15
OD07020,O2325,P018,2,15
OD07021,O2326,P017,3,15
OD07022,O2327,P047,3,10
OD07023,O2328,P025,4,0
OD07024,O2329,P033,4,20
OD07025,O2329,P021,3,0
OD07026,O2329,P050,3,10
OD07027,O2329,P049,3,5
OD07028,O2330,P033,5,10
OD07029,O2330,P027,1,15
OD07030,O2330,P007,2,5
OD07031,O2331,P006,4,15
OD07032,O2331,P034,4,5
OD07033,O2331,P049,5,5
OD07034,O2331,P023,1,20
OD07035,O2332,P041,1,20
OD07036,O2333,P034,3,20
OD07037,O2334,P020,3,10
OD07038,O2334,P046,3,10
OD07039,O2334,P042,5,10
OD07040,O2334,P007,1,15
OD07041,O2334,P044,4,0
OD07042,O2335,P025,4,0
OD07043,O2335,P016,3,15
OD07044,O2335,P020,4,5
OD07045,O2336,P019,4,15
OD07046,O2336,P040,4,20
OD07047,O2336,P045,3,5
OD07048,O2336,P036,4,5
OD07049,O2336,P016,3,0
OD07050,O2337,P010,3,5
OD07051,O2337,P015,2,10
OD07052,O2338,P008,3,10
OD07053,O2339,P026,5,15
OD07054,O2339,P018,3,15
OD07055,O2339,P041,5,20
OD07056,O2339,P016,4,20
OD07057,O2340,P007,2,0
OD07058,O2340,P039,4,5
OD07059,O2340,P001,3,0
OD07060,O2341,P006,1,10
OD07061,O2341,P050,4,15
OD07062,O2341,P009,1,15
OD07063,O2341,P011,1,5
OD07064,O2341,P013,5,20
OD07065,O2342,P011,4,5
OD07066,O2343,P026,5,15
OD07067,O2343,P036,5,5
OD07068,O2343,P050,3,5
OD07069,O2344,P023,4,15
OD07070,O2344,P044,5,15
OD07071,O2344,P029,2,10
OD07072,O2345,P043,2,15
OD07073,O2345,P013,4,10
OD07074,O2345,P035,2,5
OD07075,O2345,P040,3,10
OD07076,O2345,P001,5,15
OD07077,O2346,P001,5,10
OD07078,O2346,P041,1,20
OD07079,O2346,P003,1,15
OD07080,O2346,P002,3,0
OD07081,O2346,P045,1,10
OD07082,O2347,P021,1,10
OD07083,O2347,P033,4,5
OD07084,O2347,P005,4,10
OD07085,O2347,P017,4,0
OD07086,O2348,P015,1,0
OD07087,O2348,P040,1,10
OD07088,O2349,P033,3,15
OD07089,O2350,P033,4,0
OD07090,O2350,P012,1,20
OD07091,O2351,P004,1,5
OD07092,O2351,P003,1,0
OD07093,O2351,P046,4,10
OD07094,O2352,P021,5,0
OD07095,O2353,P050,1,20
OD07096,O2353,P035,3,0
OD07097,O2353,P040,2,5
OD07098,O2353,P010,1,0
OD07099,O2354,P008,5,10
OD07100,O2355,P022,1,10
OD07101,O2355,P024,1,15
OD07102,O2356,P030,1,20
OD07103,O2356,P027,1,20
OD07104,O2356,P031,5,0
OD07105,O2356,P032,2,10
OD07106,O2357,P020,2,15
OD07107,O2357,P018,1,0
OD07108,O2357,P015,4,20
OD07109,O2357,P037,2,5
OD07110,O2357,P008,3,15
OD07111,O2358,P013,5,20
OD07112,O2358,P036,5,5
OD07113,O2358,P050,1,15
OD07114,O2359,P039,2,0
OD07115,O2359,P018,3,20
OD07116,O2359,P048,3,10
OD07117,O2360,P046,5,5
OD07118,O2360,P030,5,20
OD07119,O2360,P035,2,10
OD07120,O2360,P018,3,15
OD07121,O2360,P010,4,15
OD07122,O2361,P015,2,5
OD07123,O2361,P042,3,5
OD07124,O2361,P038,1,15
OD07125,O2361,P039,3,10
OD07126,O2361,P026,5,20
OD07127,O2362,P043,5,20
OD07128,O2362,P035,1,5
OD07129,O2362,P010,4,20
OD07130,O2362,P020,4,15
OD07131,O2362,P025,3,20
OD07132,O2363,P004,2,20
OD07133,O2363,P030,5,10
OD07134,O2364,P026,3,15
OD07135,O2364,P019,5,20
OD07136,O2364,P031,5,0
OD07137,O2364,P005,1,15
OD07138,O2365,P033,2,20
OD07139,O2366,P028,3,0
OD07140,O2366,P021,2,15
OD07141,O2367,P022,5,5
OD07142,O2367,P018,2,0
OD07143,O2368,P005,1,10
OD07144,O2368,P044,5,20
OD07145,O2369,P002,2,5
OD07146,O2369,P008,1,0
OD07147,O2369,P047,4,0
OD07148,O2369,P006,2,15
OD07149,O2370,P047,4,10
OD07150,O2370,P018,1,15
OD07151,O2370,P004,2,10
OD07152,O2371,P023,3,0
OD07153,O2371,P045,2,20
OD07154,O2371,P043,1,10
OD07155,O2372,P029,2,5
OD07156,O2373,P047,1,10
OD07157,O2373,P015,1,5
OD07158,O2373,P028,4,10
OD07159,O2374,P015,5,10
OD07160,O2374,P027,3,10
OD07161,O2374,P033,2,5
OD07162,O2374,P042,3,0
OD07163,O2375,P040,5,20
OD07164,O2375,P007,5,10
OD07165,O2375,P008,4,5
OD07166,O2375,P035,1,20
OD07167,O2376,P009,4,5
OD07168,O2376,P022,1,10
OD07169,O2376,P001,4,10
OD07170,O2376,P038,3,10
OD07171,O2376,P029,3,5
OD07172,O2377,P010,5,5
OD07173,O2377,P044,2,5
OD07174,O2377,P008,5,0
OD07175,O2377,P045,3,20
OD07176,O2377,P031,4,20
OD07177,O2378,P050,4,15
OD07178,O2378,P022,4,20
OD07179,O2379,P035,5,15
OD07180,O2379,P031,3,10
OD07181,O2379,P005,4,0
OD07182,O2379,P047,4,10
OD07183,O2380,P045,1,0
OD07184,O2380,P031,1,15
OD07185,O2381,P006,5,15
OD07186,O2382,P029,2,15
OD07187,O2382,P032,5,10
OD07188,O2383,P048,2,15
OD07189,O2383,P038,1,20
OD07190,O2384,P041,3,15
OD07191,O2385,P043,1,15
OD07192,O2385,P026,2,15
OD07193,O2385,P036,5,15
OD07194,O2386,P048,5,0
OD07195,O2386,P050,4,15
OD07196,O2386,P010,2,20
OD07197,O2386,P022,4,0
OD07198,O2386,P044,2,5
OD07199,O2387,P047,2,0
OD07200,O2387,P023,1,0
OD07201,O2387,P005,4,5
OD07202,O2387,P018,5,15
OD07203,O2387,P034,3,15
OD07204,O2388,P022,3,20
OD07205,O2388,P001,5,0
OD07206,O2389,P041,5,5
OD07207,O2390,P040,3,15
OD07208,O2390,P033,5,15
OD07209,O2391,P007,3,5
OD07210,O2391,P006,2,15
OD07211,O2391,P037,5,5
OD07212,O2391,P047,1,10
OD07213,O2391,P017,5,10
OD07214,O2392,P038,1,10
OD07215,O2392,P050,2,20
OD07216,O2392,P048,5,15
OD07217,O2393,P012,4,10
OD07218,O2393,P011,5,20
OD07219,O2393,P001,3,0
OD07220,O2393,P036,4,20
OD07221,O2394,P029,5,0
OD07222,O2394,P001,4,0
OD07223,O2394,P045,1,10
OD07224,O2394,P019,4,15
OD07225,O2394,P043,3,20
OD07226,O2395,P050,5,10
OD07227,O2395,P012,1,15
OD07228,O2395,P004,3,20
OD07229,O2395,P008,4,15
OD07230,O2396,P010,5,10
OD07231,O2396,P004,3,5
OD07232,O2397,P044,2,15
OD07233,O2397,P012,1,0
OD07234,O2397,P043,5,10
OD07235,O2398,P023,4,10
OD07236,O2399,P026,5,20
OD07237,O2400,P030,2,15
OD07238,O2400,P028,5,5
OD07239,O2400,P044,4,0
OD07240,O2400,P006,4,0
OD07241,O2400,P027,2,10
OD07242,O2401,P041,4,0
OD07243,O2401,P049,3,20
OD07244,O2401,P034,4,0
OD07245,O2402,P047,1,20
OD07246,O2402,P013,1,15
OD07247,O2403,P045,2,20
OD07248,O2403,P005,3,10
OD07249,O2403,P007,4,0
OD07250,O2403,P039,2,0
OD07251,O2403,P046,4,0
OD07252,O2404,P012,3,0
OD07253,O2404,P009,3,10
OD07254,O2405,P038,2,20
OD07255,O2405,P018,1,10
OD07256,O2405,P009,2,10
OD07257,O2406,P024,1,10
OD07258,O2406,P020,2,0
OD07259,O2407,P037,3,20
OD07260,O2407,P049,5,15
OD07261,O2408,P044,3,20
OD07262,O2408,P045,4,5
OD07263,O2408,P015,3,10
OD07264,O2408,P043,2,15
OD07265,O2408,P048,1,20
OD07266,O2409,P022,2,15
OD07267,O2409,P011,2,15
OD07268,O2409,P014,4,20
OD07269,O2410,P012,5,15
OD07270,O2410,P033,3,10
OD07271,O2410,P048,1,0
OD07272,O2410,P011,1,0
OD07273,O2410,P028,2,5
OD07274,O2411,P029,4,15
OD07275,O2411,P024,3,20
OD07276,O2412,P034,2,10
OD07277,O2412,P042,2,10
OD07278,O2412,P039,5,20
OD07279,O2412,P017,5,15
OD07280,O2412,P048,4,20
OD07281,O2413,P045,1,0
OD07282,O2413,P036,4,10
OD07283,O2413,P022,1,0
OD07284,O2413,P004,3,10
OD07285,O2414,P038,4,20
OD07286,O2414,P005,4,10
OD07287,O2414,P004,4,0
OD07288,O2414,P042,2,15
OD07289,O2415,P043,5,10
OD07290,O2415,P006,3,20
OD07291,O2415,P036,4,5
OD07292,O2415,P032,1,20
OD07293,O2416,P032,4,20
OD07294,O2416,P050,5,10
OD07295,O2417,P005,5,5
OD07296,O2417,P021,1,20
OD07297,O2418,P047,2,10
OD07298,O2418,P015,3,5
OD07299,O2418,P022,4,0
OD07300,O2418,P024,1,0
OD07301,O2418,P033,4,10
OD07302,O2419,P003,5,0
OD07303,O2419,P027,5,5
OD07304,O2419,P047,2,5
OD07305,O2419,P039,5,0
OD07306,O2419,P032,5,20
OD07307,O2420,P026,4,20
OD07308,O2420,P013,3,5
OD07309,O2420,P024,5,15
OD07310,O2420,P036,5,0
OD07311,O2421,P019,1,5
OD07312,O2422,P027,4,10
OD07313,O2422,P025,1,20
OD07314,O2422,P029,5,15
OD07315,O2422,P043,2,0
OD07316,O2423,P034,5,15
OD07317,O2424,P043,3,20
OD07318,O2424,P030,5,15
OD07319,O2424,P010,5,15
OD07320,O2424,P018,3,5
OD07321,O2425,P049,3,5
OD07322,O2425,P037,4,20
OD07323,O2425,P022,5,0
OD07324,O2426,P027,5,15
OD07325,O2426,P004,1,10
OD07326,O2426,P005,5,5
OD07327,O2426,P032,5,15
OD07328,O2427,P024,1,20
OD07329,O2428,P024,4,15
OD07330,O2428,P035,5,10
OD07331,O2428,P032,2,15
OD07332,O2429,P010,2,15
OD07333,O2429,P037,5,5
OD07334,O2429,P044,1,0
OD07335,O2430,P005,2,20
OD07336,O2430,P006,2,0
OD07337,O2430,P024,1,15
OD07338,O2430,P037,1,15
OD07339,O2430,P021,1,20
OD07340,O2431,P009,4,0
OD07341,O2431,P042,5,15
OD07342,O2431,P047,3,15
OD07343,O2431,P021,2,10
OD07344,O2431,P011,2,5
OD07345,O2432,P007,4,0
OD07346,O2432,P002,3,0
OD07347,O2432,P017,5,15
OD07348,O2433,P022,5,10
OD07349,O2433,P027,3,10
OD07350,O2434,P034,3,15
OD07351,O2434,P028,3,15
OD07352,O2434,P017,4,0
OD07353,O2434,P047,2,20
OD07354,O2434,P042,5,15
OD07355,O2435,P025,2,20
OD07356,O2435,P028,1,15
OD07357,O2435,P021,5,15
OD07358,O2435,P020,2,0
OD07359,O2435,P015,5,5
OD07360,O2436,P039,4,5
OD07361,O2436,P020,5,0
OD07362,O2437,P024,3,20
OD07363,O2437,P019,5,5
OD07364,O2437,P013,3,10
OD07365,O2437,P005,1,5
OD07366,O2437,P044,5,0
OD07367,O2438,P008,4,10
OD07368,O2438,P001,5,0
OD07369,O2438,P039,1,10
