OrderID,CustomerID,OrderDate,PaymentMode,Region
O2501,C326,2024-10-25,Cash,South
O2502,C294,2023-09-18,Debit Card,North
O2503,C226,2023-11-11,Net Banking,East
O2504,C234,2023-12-18,Cash,East
O2505,C323,2023-02-21,Debit Card,South
O2506,C425,2024-08-08,Cash,North
O2507,C053,2023-08-13,Credit Card,South
O2508,C293,2024-06-03,Debit Card,North
O2509,C351,2024-04-01,Credit Card,West
O2510,C191,2023-06-20,UPI,West
O2511,C066,2024-07-02,Cash,West
O2512,C361,2024-10-16,UPI,North
O2513,C442,2024-06-01,Debit Card,West
O2514,C381,2024-06-21,Credit Card,South
O2515,C285,2024-03-06,Credit Card,South
O2516,C034,2024-07-25,Credit Card,South
O2517,C082,2023-04-13,Debit Card,West
O2518,C084,2024-11-20,Net Banking,East
O2519,C078,2024-12-08,UPI,South
O2520,C020,2023-04-02,Credit Card,West
O2521,C150,2023-11-23,Cash,West
O2522,C333,2024-07-10,Cash,East
O2523,C366,2023-06-07,Credit Card,South
O2524,C151,2023-09-14,Debit Card,North
O2525,C179,2024-11-14,Net Banking,South
O2526,C469,2023-11-23,UPI,South
O2527,C334,2023-12-07,UPI,North
O2528,C137,2023-11-12,Debit Card,North
O2529,C007,2024-12-05,Credit Card,North
O2530,C466,2024-10-22,Credit Card,South
O2531,C001,2023-02-28,Credit Card,West
O2532,C412,2024-06-04,Net Banking,West
O2533,C450,2023-07-22,Credit Card,South
O2534,C205,2023-10-14,Net Banking,South
O2535,C493,2023-05-06,Net Banking,West
O2536,C186,2023-10-08,UPI,South
O2537,C200,2024-11-21,Cash,South
O2538,C382,2024-11-06,Net Banking,South
O2539,C114,2023-11-01,Credit Card,West
O2540,C132,2023-08-08,UPI,North
O2541,C481,2023-12-26,Credit Card,South
O2542,C497,2023-03-03,Credit Card,North
O2543,C228,2023-09-12,Net Banking,North
O2544,C228,2024-12-01,Credit Card,North
O2545,C365,2023-10-24,Net Banking,West
O2546,C191,2023-04-07,Cash,West
O2547,C401,2023-06-15,Credit Card,West
O2548,C053,2024-10-13,Net Banking,South
O2549,C280,2023-07-21,UPI,North
O2550,C063,2024-06-26,Credit Card,North
O2551,C277,2024-09-18,Debit Card,South
O2552,C150,2023-11-14,Net Banking,West
O2553,C250,2023-01-18,Net Banking,South
O2554,C052,2024-11-13,Cash,South
O2555,C339,2024-12-09,UPI,North
O2556,C317,2023-03-11,Debit Card,West
O2557,C161,2023-06-04,Cash,East
O2558,C284,2024-03-05,Cash,West
O2559,C322,2024-02-26,UPI,South
O2560,C002,2023-09-26,Net Banking,West
O2561,C314,2023-11-06,Net Banking,North
O2562,C495,2023-02-12,Net Banking,South
O2563,C391,2023-02-08,Cash,West
O2564,C271,2024-08-13,Net Banking,North
O2565,C457,2023-02-13,Net Banking,North
O2566,C031,2024-10-05,Debit Card,South
O2567,C112,2024-12-16,UPI,South
O2568,C461,2024-01-10,Cash,North
O2569,C473,2024-03-10,Credit Card,North
O2570,C234,2024-08-16,Net Banking,East
O2571,C134,2024-03-26,UPI,East
O2572,C318,2023-03-04,Cash,North
O2573,C084,2024-10-02,Debit Card,East
O2574,C026,2023-11-22,Debit Card,South
O2575,C470,2024-03-08,Net Banking,North
O2576,C149,2024-07-19,Debit Card,West
O2577,C009,2024-06-12,Debit Card,North
O2578,C110,2023-09-22,UPI,South
O2579,C090,2024-03-16,Cash,South
O2580,C282,2024-11-07,Net Banking,South
O2581,C144,2024-09-04,Net Banking,South
O2582,C242,2023-11-10,Debit Card,West
O2583,C027,2023-06-26,Net Banking,West
O2584,C034,2024-12-10,Net Banking,South
O2585,C450,2024-11-13,Credit Card,South
O2586,C039,2024-02-09,Net Banking,West
O2587,C192,2023-12-21,Credit Card,North
O2588,C162,2023-01-28,Debit Card,East
O2589,C365,2023-10-09,Net Banking,West
O2590,C372,2024-04-08,Cash,North
O2591,C072,2023-08-02,Net Banking,East
O2592,C127,2023-10-23,Net Banking,South
O2593,C181,2023-06-19,Credit Card,West
O2594,C231,2023-03-19,Net Banking,North
O2595,C423,2024-08-03,UPI,West
O2596,C405,2023-02-27,Net Banking,North
O2597,C137,2023-12-25,Cash,North
O2598,C177,2024-01-01,Net Banking,South
O2599,C075,2023-06-17,Credit Card,North
O2600,C370,2024-04-09,Net Banking,West
O2601,C366,2024-11-12,Debit Card,South
O2602,C467,2023-05-04,Net Banking,North
O2603,C390,2023-11-15,Credit Card,North
O2604,C454,2023-03-15,Credit Card,West
O2605,C450,2024-02-14,Net Banking,South
O2606,C338,2023-06-04,Cash,South
O2607,C225,2024-10-01,Credit Card,West
O2608,C404,2024-03-03,Net Banking,South
O2609,C191,2024-09-22,UPI,West
O2610,C235,2024-05-08,Cash,South
O2611,C014,2023-02-21,Net Banking,North
O2612,C153,2024-06-11,Debit Card,West
O2613,C304,2023-10-20,Debit Card,North
O2614,C353,2023-03-03,Cash,South
O2615,C468,2024-11-23,Cash,North
O2616,C406,2023-10-06,UPI,South
O2617,C323,2023-03-06,Cash,South
O2618,C081,2023-08-21,Debit Card,South
O2619,C226,2023-04-05,Debit Card,East
O2620,C091,2024-11-24,UPI,West
O2621,C270,2023-12-03,Cash,South
O2622,C073,2024-06-18,Credit Card,North
O2623,C007,2023-08-22,UPI,North
O2624,C231,2024-11-17,Net Banking,North
O2625,C038,2024-03-18,Credit Card,South
O2626,C310,2023-04-17,UPI,South
O2627,C273,2024-01-13,Cash,South
O2628,C230,2024-06-12,Net Banking,West
O2629,C109,2023-04-21,Cash,South
O2630,C207,2023-10-19,UPI,South
O2631,C459,2023-02-22,UPI,East
O2632,C281,2024-05-14,Cash,South
O2633,C315,2024-03-02,Credit Card,North
O2634,C349,2023-01-24,Cash,North
O2635,C209,2023-09-06,Debit Card,West
O2636,C039,2023-05-12,Net Banking,West
O2637,C344,2023-08-26,UPI,North
O2638,C210,2024-08-16,Credit Card,South
O2639,C020,2023-04-21,Debit Card,West
O2640,C213,2023-09-10,UPI,North
O2641,C361,2024-06-17,Credit Card,North
O2642,C212,2023-09-06,UPI,North
O2643,C124,2023-10-10,Cash,West
O2644,C228,2023-08-21,Debit Card,North
O2645,C246,2024-07-05,Net Banking,East
O2646,C009,2024-12-18,Debit Card,North
O2647,C354,2024-07-17,Net Banking,South
O2648,C293,2024-06-19,Cash,North
O2649,C111,2024-05-11,Credit Card,West
O2650,C134,2024-02-23,Cash,East
O2651,C349,2024-05-18,Net Banking,North
O2652,C352,2024-05-05,Cash,West
O2653,C366,2023-03-15,Net Banking,South
O2654,C299,2024-12-18,Debit Card,West
O2655,C300,2023-08-13,Credit Card,South
O2656,C166,2024-02-22,Net Banking,North
O2657,C406,2023-04-18,Debit Card,South
O2658,C255,2024-12-04,UPI,West
O2659,C303,2024-11-25,Cash,North
O2660,C234,2023-02-01,Credit Card,East
O2661,C213,2023-09-17,Net Banking,North
O2662,C413,2024-12-15,Net Banking,West
O2663,C361,2024-12-19,Credit Card,North
O2664,C315,2023-05-25,Net Banking,North
O2665,C430,2024-06-05,UPI,North
O2666,C483,2023-09-14,Debit Card,North
O2667,C086,2023-07-14,Debit Card,South
O2668,C178,2023-11-14,Cash,South
O2669,C096,2023-09-23,Cash,South
O2670,C384,2024-07-04,Debit Card,North
O2671,C222,2023-05-08,Net Banking,North
O2672,C068,2024-05-10,Net Banking,West
O2673,C040,2023-11-26,Cash,North
O2674,C100,2024-07-08,Debit Card,West
O2675,C400,2024-09-09,Net Banking,East
O2676,C338,2024-06-22,Credit Card,South
O2677,C021,2023-09-16,Debit Card,West
O2678,C176,2024-02-25,Cash,South
O2679,C457,2023-08-17,Credit Card,North
O2680,C318,2023-07-04,UPI,North
O2681,C460,2023-03-08,Net Banking,North
O2682,C154,2023-10-21,Cash,South
O2683,C410,2024-04-06,Net Banking,West
O2684,C143,2023-04-28,Debit Card,South
O2685,C094,2023-08-18,UPI,North
O2686,C113,2023-04-10,Net Banking,West
O2687,C363,2023-01-19,Debit Card,East
O2688,C069,2023-08-03,Net Banking,North
O2689,C123,2024-05-16,UPI,West
O2690,C173,2024-02-23,Debit Card,East
O2691,C405,2023-05-22,Net Banking,North
O2692,C058,2024-10-10,Cash,South
O2693,C433,2023-09-13,Net Banking,East
O2694,C471,2023-02-15,UPI,South
O2695,C117,2023-03-22,Credit Card,South
O2696,C125,2023-01-06,Credit Card,West
O2697,C203,2024-09-13,Net Banking,South
O2698,C233,2024-09-15,UPI,South
O2699,C373,2024-09-08,UPI,South
O2700,C500,2024-06-16,Cash,South
O2701,C050,2023-12-07,Cash,South
O2702,C336,2024-04-21,UPI,North
O2703,C058,2023-03-01,Credit Card,South
O2704,C260,2024-08-28,Debit Card,North
O2705,C355,2023-02-22,Net Banking,West
O2706,C367,2024-09-12,Credit Card,North
O2707,C445,2024-02-12,Debit Card,South
O2708,C032,2023-08-12,Net Banking,North
O2709,C009,2023-05-17,UPI,North
O2710,C005,2023-05-20,UPI,West
O2711,C396,2023-03-19,Net Banking,North
O2712,C403,2024-02-07,Net Banking,West
O2713,C221,2023-04-11,Cash,West
O2714,C357,2024-12-25,UPI,East
O2715,C462,2023-04-12,Cash,West
O2716,C215,2023-01-13,Credit Card,West
O2717,C345,2023-04-21,Credit Card,East
O2718,C344,2023-06-17,UPI,North
O2719,C472,2024-05-03,Cash,West
O2720,C461,2023-05-03,Debit Card,North
O2721,C122,2023-07-16,Net Banking,East
O2722,C265,2024-07-25,UPI,South
O2723,C452,2023-05-19,Cash,West
O2724,C145,2024-01-10,Cash,South
O2725,C236,2023-01-24,Debit Card,West
O2726,C440,2024-05-10,Net Banking,West
O2727,C135,2023-08-11,UPI,North
O2728,C324,2023-04-18,Debit Card,South
O2729,C010,2023-05-11,UPI,South
O2730,C220,2023-08-05,Credit Card,North
O2731,C023,2023-10-27,Cash,West
O2732,C303,2024-07-28,UPI,North
O2733,C212,2023-10-01,Net Banking,North
O2734,C181,2023-02-03,Credit Card,West
O2735,C017,2024-04-04,Cash,South
O2736,C244,2024-04-11,UPI,West
O2737,C048,2024-11-28,Net Banking,West
O2738,C338,2023-10-03,UPI,South
O2739,C174,2024-09-05,Cash,North
O2740,C075,2023-10-18,UPI,North
O2741,C269,2023-01-17,Net Banking,North
O2742,C320,2023-12-16,Cash,East
O2743,C268,2023-06-12,UPI,West
O2744,C190,2023-03-06,Debit Card,North
O2745,C208,2024-11-19,Cash,North
O2746,C329,2024-10-20,Cash,North
O2747,C019,2024-12-26,Debit Card,North
O2748,C430,2024-01-01,Net Banking,North
O2749,C328,2024-06-15,Cash,West
O2750,C465,2024-09-10,Credit Card,West
O2751,C405,2024-03-07,Net Banking,North
O2752,C083,2023-03-07,Credit Card,South
O2753,C219,2023-10-01,Credit Card,North
O2754,C133,2024-05-03,Net Banking,West
O2755,C309,2023-06-05,Credit Card,West
O2756,C161,2024-03-12,UPI,East
O2757,C383,2024-01-08,Cash,West
O2758,C272,2023-04-02,UPI,South
O2759,C404,2023-11-16,Net Banking,South
O2760,C441,2024-12-11,Debit Card,South
O2761,C278,2023-02-07,Net Banking,South
O2762,C445,2023-10-28,Debit Card,South
O2763,C267,2023-10-08,Credit Card,South
O2764,C432,2024-12-05,Cash,West
O2765,C266,2023-09-10,Net Banking,North
O2766,C075,2024-11-18,Cash,North
O2767,C154,2023-04-01,Cash,South
O2768,C462,2024-12-21,UPI,West
O2769,C220,2024-05-12,Cash,North
O2770,C290,2024-03-20,Credit Card,South
O2771,C210,2024-01-16,Net Banking,South
O2772,C456,2023-02-28,Net Banking,South
O2773,C285,2024-10-25,Cash,South
O2774,C285,2023-02-24,Credit Card,South
O2775,C423,2024-03-15,Net Banking,West
O2776,C069,2023-10-27,Cash,North
O2777,C066,2024-11-10,UPI,West
O2778,C456,2023-02-12,Cash,South
O2779,C248,2024-12-20,UPI,West
O2780,C337,2023-04-07,Debit Card,South
O2781,C282,2024-07-16,Debit Card,South
O2782,C069,2024-04-18,Credit Card,North
O2783,C308,2023-02-06,Cash,South
O2784,C305,2024-10-15,Net Banking,South
O2785,C017,2023-07-19,UPI,South
O2786,C487,2023-10-20,UPI,West
O2787,C449,2023-08-13,Cash,South
O2788,C065,2024-06-27,Cash,West
O2789,C176,2023-09-03,UPI,South
O2790,C293,2024-10-12,Net Banking,North
O2791,C499,2024-04-20,UPI,North
O2792,C481,2023-06-13,Debit Card,South
O2793,C183,2024-04-23,Cash,North
O2794,C016,2023-09-26,Debit Card,North
O2795,C212,2023-06-06,Credit Card,North
O2796,C013,2023-03-21,Cash,North
O2797,C328,2023-11-17,Credit Card,West
O2798,C066,2024-08-11,UPI,West
O2799,C174,2024-05-27,UPI,North
O2800,C109,2023-07-28,Debit Card,South
O2801,C145,2023-06-25,Credit Card,South
O2802,C360,2023-10-20,Net Banking,South
O2803,C286,2024-02-02,Cash,West
O2804,C059,2023-05-19,Net Banking,West
O2805,C202,2023-03-06,Credit Card,West
O2806,C421,2023-06-10,Net Banking,South
O2807,C003,2024-04-10,Debit Card,West
O2808,C022,2024-10-05,Cash,South
O2809,C256,2024-06-21,Net Banking,West
O2810,C209,2023-09-06,UPI,West
O2811,C412,2024-08-11,UPI,West
O2812,C097,2023-06-17,Credit Card,North
O2813,C181,2023-05-10,Net Banking,West
O2814,C409,2023-11-01,UPI,East
O2815,C012,2023-12-25,Net Banking,West
O2816,C481,2023-11-27,Cash,South
O2817,C134,2024-11-21,Debit Card,East
O2818,C144,2024-04-03,Credit Card,South
O2819,C244,2024-01-01,Credit Card,West
O2820,C245,2024-12-13,Cash,North
O2821,C102,2023-05-01,Credit Card,North
O2822,C409,2023-05-26,Net Banking,East
O2823,C189,2023-11-20,Cash,North
O2824,C198,2023-09-22,Net Banking,West
O2825,C416,2024-06-21,Net Banking,North
O2826,C497,2023-05-12,Debit Card,North
O2827,C265,2024-10-15,Credit Card,South
O2828,C389,2023-06-04,Net Banking,South
O2829,C212,2023-12-09,Debit Card,North
O2830,C313,2023-01-12,Credit Card,South
O2831,C181,2024-01-01,Cash,West
O2832,C116,2023-08-14,Debit Card,North
O2833,C273,2023-11-09,Debit Card,South
O2834,C083,2023-08-14,UPI,South
O2835,C149,2023-04-18,UPI,West
O2836,C260,2024-08-04,Cash,North
O2837,C477,2023-06-01,Credit Card,West
O2838,C449,2023-04-05,Cash,South
O2839,C372,2024-12-07,Cash,North
O2840,C136,2024-12-22,Cash,South
O2841,C104,2024-08-07,Cash,North
O2842,C381,2023-11-07,Cash,South
O2843,C445,2023-07-17,Credit Card,South
O2844,C209,2023-04-12,Cash,West
O2845,C030,2023-04-26,Net Banking,South
O2846,C406,2023-06-28,Credit Card,South
O2847,C414,2024-10-26,Credit Card,North
O2848,C483,2023-04-28,Cash,North
O2849,C221,2023-01-20,Cash,West
O2850,C075,2024-04-02,Debit Card,North
O2851,C045,2024-11-24,Net Banking,North
O2852,C367,2024-08-21,Net Banking,North
O2853,C057,2024-11-28,Cash,East
O2854,C285,2024-07-06,Debit Card,South
O2855,C030,2024-11-02,UPI,South
O2856,C052,2024-06-22,Debit Card,South
O2857,C083,2024-12-16,UPI,South
O2858,C036,2023-06-01,UPI,West
O2859,C369,2023-12-17,UPI,East
O2860,C186,2024-12-13,Debit Card,South
O2861,C196,2024-04-15,Cash,East
O2862,C279,2024-10-09,Net Banking,East
O2863,C205,2024-03-25,Credit Card,South
O2864,C343,2023-09-19,Net Banking,South
O2865,C211,2024-06-25,Credit Card,South
O2866,C185,2024-02-23,Credit Card,South
O2867,C118,2023-05-03,Net Banking,North
O2868,C469,2024-10-25,Credit Card,South
O2869,C016,2023-06-08,Net Banking,North
O2870,C428,2023-04-01,Credit Card,South
O2871,C052,2023-04-02,Cash,South
O2872,C278,2024-01-10,Net Banking,South
O2873,C084,2023-06-01,UPI,East
O2874,C127,2023-08-18,Cash,South
O2875,C325,2023-09-19,Debit Card,South
O2876,C204,2024-04-07,Debit Card,East
O2877,C194,2024-01-14,Credit Card,North
O2878,C458,2023-01-08,UPI,South
O2879,C380,2024-02-18,Cash,West
O2880,C147,2023-10-13,Debit Card,North
O2881,C172,2023-01-19,Debit Card,North
O2882,C009,2023-08-15,Debit Card,North
O2883,C077,2024-12-28,Cash,West
O2884,C101,2023-03-16,Debit Card,North
O2885,C223,2024-05-02,Cash,South
O2886,C151,2023-03-01,Cash,North
O2887,C030,2024-10-21,UPI,South
O2888,C361,2024-07-26,Cash,North
O2889,C097,2023-11-18,Cash,North
O2890,C152,2023-04-05,UPI,North
O2891,C304,2023-10-16,UPI,North
O2892,C462,2024-05-15,Debit Card,West
O2893,C214,2024-05-14,Credit Card,East
O2894,C009,2023-12-10,Cash,North
O2895,C265,2024-04-17,UPI,South
O2896,C234,2024-08-13,Cash,East
O2897,C226,2024-08-03,Cash,East
O2898,C337,2023-06-12,Debit Card,South
O2899,C361,2024-10-22,Net Banking,North
O2900,C497,2023-07-01,Net Banking,North
O2901,C208,2023-08-21,Cash,North
O2902,C210,2023-09-12,UPI,South
O2903,C319,2024-04-27,Cash,South
O2904,C358,2024-05-23,Credit Card,West
O2905,C405,2023-06-25,Credit Card,North
O2906,C423,2024-08-24,UPI,West
O2907,C021,2024-06-24,Debit Card,West
O2908,C323,2023-03-24,UPI,South
O2909,C254,2024-03-20,Credit Card,South
O2910,C015,2023-10-04,Net Banking,North
O2911,C023,2024-11-16,Credit Card,West
O2912,C014,2024-05-09,Credit Card,North
O2913,C280,2024-08-19,Net Banking,North
O2914,C092,2023-09-21,Credit Card,West
O2915,C420,2024-01-03,Debit Card,South
O2916,C449,2023-07-21,Debit Card,South
O2917,C403,2023-03-05,UPI,West
O2918,C143,2024-09-08,Debit Card,South
O2919,C237,2023-03-02,Net Banking,South
O2920,C458,2023-01-04,Cash,South
O2921,C274,2024-07-01,UPI,North
O2922,C002,2023-01-17,Debit Card,West
O2923,C237,2023-08-08,Debit Card,South
O2924,C031,2023-09-28,Cash,South
O2925,C376,2024-05-20,UPI,North
O2926,C346,2024-11-25,UPI,North
O2927,C217,2023-01-02,UPI,North
O2928,C237,2023-03-19,Net Banking,South
O2929,C081,2024-01-01,Cash,South
O2930,C347,2023-09-16,Debit Card,West
O2931,C144,2024-10-25,Net Banking,South
O2932,C214,2024-08-28,Credit Card,East
O2933,C257,2024-12-20,UPI,South
O2934,C452,2023-11-19,Cash,West
O2935,C351,2023-04-21,Cash,West
O2936,C029,2024-05-02,Debit Card,East
O2937,C365,2024-05-03,Credit Card,West
O2938,C463,2023-02-09,Credit Card,West
O2939,C058,2023-08-16,Net Banking,South
O2940,C430,2024-11-21,Net Banking,North
O2941,C239,2024-07-10,Credit Card,South
O2942,C113,2024-08-16,Debit Card,West
O2943,C007,2023-08-11,UPI,North
O2944,C011,2023-04-20,UPI,North
O2945,C362,2024-06-06,Credit Card,North
O2946,C374,2023-02-16,Net Banking,West
O2947,C020,2023-08-06,Credit Card,West
O2948,C274,2023-02-28,Debit Card,North
O2949,C365,2023-09-10,Credit Card,West
O2950,C404,2024-05-15,Cash,South
O2951,C235,2024-02-20,UPI,South
O2952,C367,2024-02-02,Net Banking,North
O2953,C074,2024-06-08,UPI,West
O2954,C137,2024-01-06,Net Banking,North
O2955,C127,2024-08-26,Net Banking,South
O2956,C140,2024-07-12,Net Banking,North
O2957,C019,2024-01-16,Debit Card,North
O2958,C121,2024-07-13,Credit Card,South
O2959,C042,2023-03-23,UPI,North
O2960,C151,2024-01-13,Cash,North
O2961,C032,2023-07-02,Cash,North
O2962,C151,2024-11-20,UPI,North
O2963,C298,2024-09-24,UPI,North
O2964,C087,2023-08-27,Credit Card,North
O2965,C298,2024-07-06,Net Banking,North
O2966,C281,2024-01-28,Cash,South
O2967,C323,2023-03-23,Net Banking,South
O2968,C297,2023-05-04,Net Banking,West
O2969,C178,2023-04-05,Net Banking,South
O2970,C058,2023-03-03,Debit Card,South
O2971,C404,2024-11-02,UPI,South
O2972,C286,2023-04-23,Debit Card,West
O2973,C294,2024-07-02,Debit Card,North
O2974,C458,2023-01-20,Debit Card,South
O2975,C067,2023-05-23,UPI,North
O2976,C307,2023-02-19,UPI,West
O2977,C072,2023-11-08,Net Banking,East
O2978,C411,2024-09-17,Debit Card,West
O2979,C171,2024-12-16,Credit Card,East
O2980,C178,2023-02-28,Credit Card,South
O2981,C388,2024-05-08,Net Banking,South
O2982,C164,2024-05-24,Debit Card,South
O2983,C349,2023-01-04,UPI,North
O2984,C136,2024-01-16,Credit Card,South
O2985,C342,2023-09-17,Net Banking,South
O2986,C354,2023-08-13,Credit Card,South
O2987,C382,2023-05-07,Debit Card,South
O2988,C162,2023-10-06,Credit Card,East
O2989,C448,2024-03-24,UPI,West
O2990,C326,2024-03-18,UPI,South
O2991,C275,2023-10-28,Credit Card,North
O2992,C064,2024-02-07,Debit Card,North
O2993,C335,2024-11-24,Credit Card,North
O2994,C226,2023-06-11,Cash,East
O2995,C292,2023-04-09,Net Banking,North
O2996,C191,2023-08-11,Credit Card,West
O2997,C051,2023-12-18,Cash,East
O2998,C011,2023-11-15,UPI,North
O2999,C161,2023-04-10,Cash,East
O3000,C252,2023-09-25,Cash,South
O3001,C385,2023-12-19,Cash,West
O3002,C090,2024-08-20,Net Banking,South
O3003,C341,2024-03-04,Debit Card,East
O3004,C255,2023-03-24,Debit Card,West
O3005,C248,2024-03-28,Credit Card,West
O3006,C001,2024-05-18,Net Banking,West
O3007,C384,2024-06-28,Debit Card,North
O3008,C484,2023-08-28,UPI,East
O3009,C008,2024-11-22,UPI,West
O3010,C295,2023-05-18,UPI,South
O3011,C032,2023-05-04,UPI,North
O3012,C114,2024-11-03,Net Banking,West
O3013,C377,2024-10-15,Net Banking,North
O3014,C490,2023-08-11,Cash,South
O3015,C220,2024-11-11,Debit Card,North
O3016,C099,2024-06-05,UPI,West
O3017,C172,2023-07-18,UPI,North
O3018,C288,2024-02-08,Debit Card,North
O3019,C055,2023-04-03,Cash,South
O3020,C155,2024-12-19,Debit Card,South
O3021,C008,2023-04-04,Debit Card,West
O3022,C476,2024-08-06,UPI,South
O3023,C089,2024-12-18,Credit Card,North
O3024,C387,2024-11-19,UPI,North
O3025,C390,2023-11-25,Net Banking,North
O3026,C265,2024-06-11,Debit Card,South
O3027,C195,2024-12-10,UPI,West
O3028,C081,2024-02-08,Net Banking,South
O3029,C253,2023-12-21,Credit Card,East
O3030,C410,2024-12-14,Net Banking,West
O3031,C419,2024-11-05,Net Banking,North
O3032,C262,2023-02-23,UPI,West
O3033,C132,2023-07-11,UPI,North
O3034,C356,2023-12-05,UPI,North
O3035,C249,2023-02-20,UPI,West
O3036,C345,2023-06-27,Credit Card,East
O3037,C073,2023-11-01,Net Banking,North
O3038,C095,2023-07-12,Debit Card,North
O3039,C012,2023-07-07,Debit Card,West
O3040,C388,2024-05-15,Credit Card,South
O3041,C083,2023-10-10,Debit Card,South
O3042,C284,2024-12-26,Net Banking,West
O3043,C207,2023-05-22,Debit Card,South
O3044,C369,2024-11-28,Credit Card,East
O3045,C175,2024-03-21,UPI,North
O3046,C377,2023-04-06,Cash,North
O3047,C255,2024-03-10,Debit Card,West
O3048,C173,2024-11-04,Cash,East
O3049,C016,2024-03-19,Cash,North
O3050,C477,2023-10-04,Net Banking,West
O3051,C492,2023-01-27,Cash,West
O3052,C175,2024-02-09,UPI,North
O3053,C015,2024-10-03,UPI,North
O3054,C046,2023-08-14,Debit Card,North
O3055,C186,2023-04-19,Cash,South
O3056,C026,2023-11-10,Debit Card,South
O3057,C158,2023-04-06,Credit Card,West
O3058,C097,2023-09-19,Net Banking,North
O3059,C275,2024-06-13,Debit Card,North
O3060,C043,2024-03-19,Debit Card,West
O3061,C262,2023-09-12,UPI,West
O3062,C026,2023-01-14,UPI,South
O3063,C076,2024-12-11,Net Banking,East
O3064,C118,2024-03-13,Credit Card,North
O3065,C497,2024-08-15,Net Banking,North
O3066,C056,2023-07-23,Net Banking,South
O3067,C078,2023-06-15,Cash,South
O3068,C193,2023-07-15,Cash,North
O3069,C314,2023-03-10,UPI,North
O3070,C354,2024-08-07,Credit Card,South
O3071,C126,2024-01-07,Cash,South
O3072,C401,2024-06-26,Debit Card,West
O3073,C313,2023-09-14,UPI,South
O3074,C180,2023-04-19,Cash,North
O3075,C149,2023-12-19,Credit Card,West
O3076,C123,2023-07-21,Net Banking,West
O3077,C285,2024-10-04,UPI,South
O3078,C171,2024-12-04,Credit Card,East
O3079,C364,2024-01-27,UPI,West
O3080,C008,2024-01-03,UPI,West
O3081,C108,2024-01-01,Cash,West
O3082,C361,2023-03-24,Cash,North
O3083,C401,2024-05-14,Debit Card,West
O3084,C105,2023-08-27,Debit Card,North
O3085,C395,2024-11-23,Net Banking,South
O3086,C378,2023-11-28,Net Banking,East
O3087,C359,2023-03-13,Credit Card,South
O3088,C138,2024-03-28,Net Banking,South
O3089,C305,2024-10-18,Debit Card,South
O3090,C201,2024-11-25,Net Banking,South
O3091,C376,2023-01-10,UPI,North
O3092,C369,2024-01-04,Debit Card,East
O3093,C223,2023-01-13,Debit Card,South
O3094,C041,2024-07-13,Cash,North
O3095,C467,2024-03-16,Net Banking,North
O3096,C174,2024-10-25,Debit Card,North
O3097,C141,2024-07-10,Cash,South
O3098,C118,2024-07-17,Cash,North
O3099,C442,2024-03-02,UPI,West
O3100,C110,2024-06-26,Credit Card,South
O3101,C471,2024-12-15,Credit Card,South
O3102,C036,2023-10-16,Net Banking,West
O3103,C237,2023-06-04,Cash,South
O3104,C120,2023-08-21,UPI,South
O3105,C091,2023-08-22,Net Banking,West
O3106,C014,2023-08-01,Cash,North
O3107,C477,2024-02-15,UPI,West
O3108,C046,2023-01-11,Net Banking,North
O3109,C456,2024-03-18,Cash,South
O3110,C402,2023-07-27,Debit Card,North
O3111,C445,2024-11-27,Debit Card,South
O3112,C293,2023-12-23,Debit Card,North
O3113,C469,2023-12-19,Credit Card,South
O3114,C474,2024-02-02,Debit Card,North
O3115,C140,2024-04-26,Net Banking,North
O3116,C130,2023-01-24,Credit Card,West
O3117,C395,2024-10-09,Credit Card,South
O3118,C264,2024-12-17,Credit Card,South
O3119,C421,2023-03-21,Cash,South
O3120,C185,2023-09-24,UPI,South
O3121,C395,2024-01-08,Net Banking,South
O3122,C318,2023-10-24,Debit Card,North
O3123,C275,2023-10-24,UPI,North
O3124,C244,2024-05-23,UPI,West
O3125,C103,2023-03-14,Net Banking,North
O3126,C463,2024-07-12,UPI,West
O3127,C457,2024-08-12,Credit Card,North
O3128,C052,2023-03-19,Credit Card,South
O3129,C226,2023-02-26,UPI,East
O3130,C359,2023-04-11,Cash,South
O3131,C477,2023-03-24,UPI,West
O3132,C484,2024-12-15,Net Banking,East
O3133,C310,2023-10-28,UPI,South
O3134,C098,2024-12-08,Credit Card,North
O3135,C180,2023-05-17,Cash,North
O3136,C217,2023-12-18,UPI,North
O3137,C256,2023-07-14,Credit Card,West
O3138,C239,2024-11-02,Net Banking,South
O3139,C162,2023-01-03,Cash,East
O3140,C413,2024-03-23,UPI,West
O3141,C095,2023-10-19,Credit Card,North
O3142,C301,2023-02-28,Cash,West
O3143,C156,2023-06-03,Net Banking,North
O3144,C059,2024-12-03,Credit Card,West
O3145,C177,2024-08-15,Debit Card,South
O3146,C433,2023-02-07,Debit Card,East
O3147,C419,2023-01-23,Cash,North
O3148,C054,2024-11-26,UPI,North
O3149,C213,2024-01-01,Debit Card,North
O3150,C360,2023-09-28,UPI,South
O3151,C494,2024-11-19,UPI,West
O3152,C297,2024-12-27,Debit Card,West
O3153,C316,2024-03-17,Debit Card,North
O3154,C006,2024-06-12,Cash,South
O3155,C298,2024-12-01,Cash,North
O3156,C188,2024-06-15,Net Banking,North
O3157,C074,2024-10-27,Credit Card,West
O3158,C488,2023-11-20,Cash,North
O3159,C386,2024-03-27,Net Banking,North
